-1140,-5,0,0
-1139,-5,0,0
-1138,-5,0,0
-1137,-5,0,0
-1136,-5,0,0
-1135,-5,0,0
-1134,-5,0,0
-1133,-5,0,0
-1132,-5,0,0
-1131,-5,0,0
-1130,-5,0,0
-1129,-5,0,0
-1128,-5,0,0
-1127,-5,0,0
-1126,-5,0,0
-1125,-5,0,0
-1124,-5,0,0
-1123,-5,0,0
-1122,-5,0,0
-1121,-5,0,0
-1120,-5,0,0
-1119,-5,3.14159265,3.14159265
-1118,-5,3.14159265,3.14159265
-1117,-5,3.14159265,3.14159265
-1116,-5,3.14159265,3.14159265
-1115,-5,3.14159265,3.14159265
-1114,-5,3.14159265,3.14159265
-1113,-5,3.14159265,3.14159265
-1112,-5,3.14159265,3.14159265
-1111,-5,3.14159265,3.14159265
-1110,-5,3.14159265,3.14159265
-1109,-5,3.14159265,3.14159265
-1108,-5,3.14159265,3.14159265
-1107,-5,3.14159265,3.14159265
-1106,-5,3.14159265,3.14159265
-1105,-5,3.14159265,3.14159265
-1104,-5,3.14159265,3.14159265
-1103,-5,3.14159265,3.14159265
-1102,-5,3.14159265,3.14159265
-1101,-5,3.14159265,3.14159265
-1100,-5,3.14159265,3.14159265
-1099,-5,3.14159265,3.14159265
-1098,-5,3.14159265,3.14159265
-1097,-5,3.14159265,3.14159265
-1096,-5,3.14159265,3.14159265
-1095,-5,3.14159265,3.14159265
-1094,-5,3.14159265,3.14159265
-1093,-5,3.14159265,3.14159265
-1092,-5,3.14159265,3.14159265
-1091,-5,3.14159265,3.14159265
-1090,-5,3.14159265,3.14159265
-1089,-5,3.14159265,3.14159265
-1088,-5,3.14159265,3.14159265
-1087,-5,3.14159265,3.14159265
-1086,-5,3.14159265,3.14159265
-1085,-5,3.14159265,3.14159265
-1084,-5,3.14159265,3.14159265
-1083,-5,3.14159265,3.14159265
-1082,-5,3.14159265,3.14159265
-1081,-5,3.14159265,3.14159265
-1080,-5,3.14159265,3.14159265
-1079,-5,3.14159265,3.14159265
-1078,-5,3.14159265,3.14159265
-1077,-5,3.14159265,3.14159265
-1076,-5,3.14159265,3.14159265
-1075,-5,3.14159265,3.14159265
-1074,-5,3.14159265,3.14159265
-1073,-5,3.14159265,3.14159265
-1072,-5,3.14159265,3.14159265
-1071,-5,3.14159265,3.14159265
-1070,-5,3.14159265,3.14159265
-1069,-5,3.14159265,3.14159265
-1068,-5,3.14159265,3.14159265
-1067,-5,3.14159265,3.14159265
-1066,-5,3.14159265,3.14159265
-1065,-5,3.14159265,3.14159265
-1064,-5,3.14159265,3.14159265
-1063,-5,3.14159265,3.14159265
-1062,-5,3.14159265,3.14159265
-1061,-5,3.14159265,3.14159265
-1060,-5,3.14159265,3.14159265
-1059,-5,3.14159265,3.14159265
-1058,-5,3.14159265,3.14159265
-1057,-5,3.14159265,3.14159265
-1056,-5,3.14159265,3.14159265
-1055,-5,3.14159265,3.14159265
-1054,-5,3.14159265,3.14159265
-1053,-5,3.14159265,3.14159265
-1052,-5,3.14159265,3.14159265
-1051,-5,3.14159265,3.14159265
-1050,-5,3.14159265,3.14159265
-1049,-5,3.14159265,3.14159265
-1048,-5,3.14159265,3.14159265
-1047,-5,3.14159265,3.14159265
-1046,-5,3.14159265,3.14159265
-1045,-5,3.14159265,3.14159265
-1044,-5,3.14159265,3.14159265
-1043,-5,3.14159265,3.14159265
-1042,-5,3.14159265,3.14159265
-1041,-5,3.14159265,3.14159265
-1040,-5,3.14159265,3.14159265
-1039,-5,3.14159265,3.14159265
-1038,-5,3.14159265,3.14159265
-1037,-5,3.14159265,3.14159265
-1036,-5,3.14159265,3.14159265
-1035,-5,3.14159265,3.14159265
-1034,-5,3.14159265,3.14159265
-1033,-5,3.14159265,3.14159265
-1032,-5,3.14159265,3.14159265
-1031,-5,3.14159265,3.14159265
-1030,-5,3.14159265,3.14159265
-1029,-5,3.14159265,3.14159265
-1028,-5,3.14159265,3.14159265
-1027,-5,3.14159265,3.14159265
-1026,-5,3.14159265,3.14159265
-1025,-5,3.14159265,3.14159265
-1024,-5,3.14159265,3.14159265
-1023,-5,3.14159265,3.14159265
-1022,-5,3.14159265,3.14159265
-1021,-5,3.14159265,3.14159265
-1020,-5,3.14159265,3.14159265
-1019,-5,3.14159265,3.14159265
-1018,-5,3.14159265,3.14159265
-1017,-5,3.14159265,3.14159265
-1016,-5,3.14159265,3.14159265
-1015,-5,3.14159265,3.14159265
-1014,-5,3.14159265,3.14159265
-1013,-5,3.14159265,3.14159265
-1012,-5,3.14159265,3.14159265
-1011,-5,3.14159265,3.14159265
-1010,-5,3.14159265,3.14159265
-1009,-5,3.14159265,3.14159265
-1008,-5,3.14159265,3.14159265
-1007,-5,3.14159265,3.14159265
-1006,-5,3.14159265,3.14159265
-1005,-5,3.14159265,3.14159265
-1004,-5,3.14159265,3.14159265
-1003,-5,3.14159265,3.14159265
-1002,-5,3.14159265,3.14159265
-1001,-5,3.14159265,3.14159265
-1000,-5,3.14159265,3.14159265
