age (weeks)   weight (g) 
2.00000 	 3.24495 
2.13774 	 4.46931 
2.27548 	 5.54772 
2.41322 	 6.50525 
2.55096 	 7.36152 
2.68871 	 8.13211 
2.82645 	 8.82952 
2.96419 	 9.46393 
3.10193 	 10.04370 
3.23967 	 10.57577 
3.37741 	 11.06593 
3.51515 	 11.51908 
3.65289 	 11.93936 
3.79063 	 12.33033 
3.92837 	 12.69502 
4.06612 	 13.03609 
4.20386 	 13.35582 
4.34160 	 13.65622 
4.47934 	 13.93903 
4.61708 	 14.20582 
4.75482 	 14.45794 
4.89256 	 14.69662 
5.03030 	 14.92294 
5.16804 	 15.13786 
5.30579 	 15.34226 
5.44353 	 15.53691 
5.58127 	 15.72253 
5.71901 	 15.89975 
5.85675 	 16.06915 
5.99449 	 16.23125 
6.13223 	 16.38654 
6.26997 	 16.53545 
6.40771 	 16.67838 
6.54545 	 16.81570 
6.68320 	 16.94774 
6.82094 	 17.07482 
6.95868 	 17.19723 
7.09642 	 17.31521 
7.23416 	 17.42903 
7.37190 	 17.53891 
7.50964 	 17.64505 
7.64738 	 17.74766 
7.78512 	 17.84691 
7.92287 	 17.94297 
8.06061 	 18.03600 
8.19835 	 18.12615 
8.33609 	 18.21356 
8.47383 	 18.29835 
8.61157 	 18.38064 
8.74931 	 18.46055 
8.88705 	 18.53819 
9.02479 	 18.61366 
9.16253 	 18.68704 
9.30028 	 18.75843 
9.43802 	 18.82792 
9.57576 	 18.89557 
9.71350 	 18.96148 
9.85124 	 19.02569 
9.98898 	 19.08830 
10.12672 	 19.14934 
10.26446 	 19.20890 
10.40220 	 19.26701 
10.53994 	 19.32375 
10.67769 	 19.37915 
10.81543 	 19.43327 
10.95317 	 19.48615 
11.09091 	 19.53784 
11.22865 	 19.58838 
11.36639 	 19.63780 
11.50413 	 19.68616 
11.64187 	 19.73347 
11.77961 	 19.77979 
11.91736 	 19.82513 
12.05510 	 19.86954 
12.19284 	 19.91304 
12.33058 	 19.95566 
12.46832 	 19.99743 
12.60606 	 20.03838 
12.74380 	 20.07853 
12.88154 	 20.11791 
13.01928 	 20.15653 
13.15702 	 20.19442 
13.29477 	 20.23161 
13.43251 	 20.26811 
13.57025 	 20.30395 
13.70799 	 20.33914 
13.84573 	 20.37369 
13.98347 	 20.40764 
14.12121 	 20.44099 
14.25895 	 20.47376 
14.39669 	 20.50597 
14.53444 	 20.53764 
14.67218 	 20.56877 
14.80992 	 20.59938 
14.94766 	 20.62948 
15.08540 	 20.65910 
15.22314 	 20.68823 
15.36088 	 20.71690 
15.49862 	 20.74511 
15.63636 	 20.77287 
15.77410 	 20.80021 
15.91185 	 20.82712 
16.04959 	 20.85361 
16.18733 	 20.87971 
16.32507 	 20.90541 
16.46281 	 20.93073 
16.60055 	 20.95567 
16.73829 	 20.98025 
16.87603 	 21.00447 
17.01377 	 21.02834 
17.15152 	 21.05187 
17.28926 	 21.07507 
17.42700 	 21.09794 
17.56474 	 21.12049 
17.70248 	 21.14273 
17.84022 	 21.16466 
17.97796 	 21.18630 
18.11570 	 21.20764 
18.25344 	 21.22869 
18.39118 	 21.24947 
18.52893 	 21.26997 
18.66667 	 21.29021 
18.80441 	 21.31018 
18.94215 	 21.32989 
19.07989 	 21.34935 
19.21763 	 21.36857 
19.35537 	 21.38754 
19.49311 	 21.40627 
19.63085 	 21.42477 
19.76860 	 21.44305 
19.90634 	 21.46109 
20.04408 	 21.47892 
20.18182 	 21.49654 
20.31956 	 21.51394 
20.45730 	 21.53114 
20.59504 	 21.54813 
20.73278 	 21.56492 
20.87052 	 21.58152 
21.00826 	 21.59793 
21.14601 	 21.61414 
21.28375 	 21.63018 
21.42149 	 21.64603 
21.55923 	 21.66170 
21.69697 	 21.67719 
21.83471 	 21.69252 
21.97245 	 21.70767 
22.11019 	 21.72266 
22.24793 	 21.73748 
22.38567 	 21.75214 
22.52342 	 21.76665 
22.66116 	 21.78100 
22.79890 	 21.79520 
22.93664 	 21.80924 
23.07438 	 21.82314 
23.21212 	 21.83690 
23.34986 	 21.85051 
23.48760 	 21.86398 
23.62534 	 21.87731 
23.76309 	 21.89051 
23.90083 	 21.90357 
24.03857 	 21.91651 
24.17631 	 21.92931 
24.31405 	 21.94198 
24.45179 	 21.95453 
24.58953 	 21.96696 
24.72727 	 21.97927 
24.86501 	 21.99145 
25.00275 	 22.00352 
25.14050 	 22.01547 
25.27824 	 22.02731 
25.41598 	 22.03903 
25.55372 	 22.05065 
25.69146 	 22.06215 
25.82920 	 22.07355 
25.96694 	 22.08484 
26.10468 	 22.09603 
26.24242 	 22.10711 
26.38017 	 22.11810 
26.51791 	 22.12898 
26.65565 	 22.13976 
26.79339 	 22.15045 
26.93113 	 22.16104 
27.06887 	 22.17154 
27.20661 	 22.18195 
27.34435 	 22.19226 
27.48209 	 22.20248 
27.61983 	 22.21261 
27.75758 	 22.22266 
27.89532 	 22.23262 
28.03306 	 22.24249 
28.17080 	 22.25228 
28.30854 	 22.26199 
28.44628 	 22.27161 
28.58402 	 22.28115 
28.72176 	 22.29062 
28.85950 	 22.30000 
28.99725 	 22.30931 
29.13499 	 22.31854 
29.27273 	 22.32769 
29.41047 	 22.33677 
29.54821 	 22.34577 
29.68595 	 22.35470 
29.82369 	 22.36356 
29.96143 	 22.37235 
30.09917 	 22.38107 
30.23691 	 22.38972 
30.37466 	 22.39830 
30.51240 	 22.40682 
30.65014 	 22.41526 
30.78788 	 22.42365 
30.92562 	 22.43196 
31.06336 	 22.44021 
31.20110 	 22.44840 
31.33884 	 22.45653 
31.47658 	 22.46459 
31.61433 	 22.47260 
31.75207 	 22.48054 
31.88981 	 22.48842 
32.02755 	 22.49624 
32.16529 	 22.50401 
32.30303 	 22.51172 
32.44077 	 22.51937 
32.57851 	 22.52696 
32.71625 	 22.53450 
32.85399 	 22.54199 
32.99174 	 22.54942 
33.12948 	 22.55679 
33.26722 	 22.56412 
33.40496 	 22.57139 
33.54270 	 22.57861 
33.68044 	 22.58577 
33.81818 	 22.59289 
33.95592 	 22.59996 
34.09366 	 22.60697 
34.23140 	 22.61394 
34.36915 	 22.62086 
34.50689 	 22.62773 
34.64463 	 22.63456 
34.78237 	 22.64133 
34.92011 	 22.64806 
35.05785 	 22.65475 
35.19559 	 22.66139 
35.33333 	 22.66798 
35.47107 	 22.67453 
35.60882 	 22.68104 
35.74656 	 22.68750 
35.88430 	 22.69392 
36.02204 	 22.70030 
36.15978 	 22.70663 
36.29752 	 22.71293 
36.43526 	 22.71918 
36.57300 	 22.72539 
36.71074 	 22.73156 
36.84848 	 22.73769 
36.98623 	 22.74378 
37.12397 	 22.74984 
37.26171 	 22.75585 
37.39945 	 22.76183 
37.53719 	 22.76776 
37.67493 	 22.77366 
37.81267 	 22.77952 
37.95041 	 22.78535 
38.08815 	 22.79114 
38.22590 	 22.79689 
38.36364 	 22.80261 
38.50138 	 22.80829 
38.63912 	 22.81394 
38.77686 	 22.81955 
38.91460 	 22.82513 
39.05234 	 22.83067 
39.19008 	 22.83618 
39.32782 	 22.84166 
39.46556 	 22.84710 
39.60331 	 22.85251 
39.74105 	 22.85789 
39.87879 	 22.86324 
40.01653 	 22.86855 
40.15427 	 22.87383 
40.29201 	 22.87909 
40.42975 	 22.88431 
40.56749 	 22.88950 
40.70523 	 22.89466 
40.84298 	 22.89979 
40.98072 	 22.90489 
41.11846 	 22.90996 
41.25620 	 22.91500 
41.39394 	 22.92001 
41.53168 	 22.92499 
41.66942 	 22.92995 
41.80716 	 22.93488 
41.94490 	 22.93977 
42.08264 	 22.94465 
42.22039 	 22.94949 
42.35813 	 22.95431 
42.49587 	 22.95910 
42.63361 	 22.96386 
42.77135 	 22.96860 
42.90909 	 22.97331 
43.04683 	 22.97799 
43.18457 	 22.98265 
43.32231 	 22.98728 
43.46006 	 22.99189 
43.59780 	 22.99647 
43.73554 	 23.00103 
43.87328 	 23.00556 
44.01102 	 23.01007 
44.14876 	 23.01455 
44.28650 	 23.01901 
44.42424 	 23.02345 
44.56198 	 23.02786 
44.69972 	 23.03225 
44.83747 	 23.03662 
44.97521 	 23.04096 
45.11295 	 23.04528 
45.25069 	 23.04958 
45.38843 	 23.05385 
45.52617 	 23.05811 
45.66391 	 23.06234 
45.80165 	 23.06655 
45.93939 	 23.07073 
46.07713 	 23.07490 
46.21488 	 23.07904 
46.35262 	 23.08316 
46.49036 	 23.08727 
46.62810 	 23.09135 
46.76584 	 23.09541 
46.90358 	 23.09945 
47.04132 	 23.10347 
47.17906 	 23.10746 
47.31680 	 23.11144 
47.45455 	 23.11540 
47.59229 	 23.11934 
47.73003 	 23.12326 
47.86777 	 23.12716 
48.00551 	 23.13104 
48.14325 	 23.13491 
48.28099 	 23.13875 
48.41873 	 23.14257 
48.55647 	 23.14638 
48.69421 	 23.15017 
48.83196 	 23.15393 
48.96970 	 23.15768 
49.10744 	 23.16142 
49.24518 	 23.16513 
49.38292 	 23.16883 
49.52066 	 23.17251 
49.65840 	 23.17617 
49.79614 	 23.17981 
49.93388 	 23.18344 
50.07163 	 23.18705 
50.20937 	 23.19064 
50.34711 	 23.19422 
50.48485 	 23.19777 
50.62259 	 23.20132 
50.76033 	 23.20484 
50.89807 	 23.20835 
51.03581 	 23.21184 
51.17355 	 23.21532 
51.31129 	 23.21878 
51.44904 	 23.22223 
51.58678 	 23.22566 
51.72452 	 23.22907 
51.86226 	 23.23247 
52.00000 	 23.23585 
